(rows, cols) = (100, 99)
last O = (69, 70)
last X = (29, 30)
mid (row, col) = (50, 50)
    -98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	-1	-98010000	
    -98010000	-1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
    -98010000	-1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
    -98010000	-1	1	0	1	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	
    -98010000	-1	1	0	1	0	2	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	13	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	0	21	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	13	0	21	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	0	34	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	13	0	21	0	34	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	0	55	
    -98010000	-1	1	0	1	0	2	0	3	0	5	0	8	0	13	0	21	0	34	0	55	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	0	89	
